image_url,caption_title_and_reference_description,cleaned_caption
https://upload.wikimedia.org/wikipedia/commons/0/03/New_North_Toronto_Station_schedule.png,"North Toronto station [SEP] Schedule for the new station, June 15, 1916.",North Toronto station Schedule for the new station June 15 1916
https://upload.wikimedia.org/wikipedia/commons/5/55/Niger_Delta_Geologic_map.png,"Niger Delta Basin (geology) [SEP] Geologic map of the Niger Delta Basin and the Benue trough, and the oil fields in the region.",Niger Delta Basin geology Geologic map of the Niger Delta Basin and the Benue trough and the oil fields in the region
https://upload.wikimedia.org/wikipedia/commons/e/e0/Stauferburg_Rocca_Imperiale_01.JPG,Rocca Imperiale [SEP] The town with the Hohenstaufen castle at the top.,Rocca Imperiale The town with the Hohenstaufen castle at the top
https://upload.wikimedia.org/wikipedia/commons/f/f3/Shock_blanched_vegetables_in_cold_water_%281041479893%29.jpg,Blanching (cooking) [SEP] Broccoli being shocked in cold water to complete the blanching,Blanching cooking Broccoli being shocked in cold water to complete the blanching
https://upload.wikimedia.org/wikipedia/commons/e/e9/PA_41_northern_terminus.JPG,Pennsylvania Route 41 [SEP] PA 41 southbound at northern terminus at US 30 in Gap,Pennsylvania Route 41 PA 41 southbound at northern terminus at US 30 in Gap
https://upload.wikimedia.org/wikipedia/commons/5/53/M1-Garand-Rifle.jpg,Battle rifle [SEP] M1 Garand and en-bloc clips,Battle rifle M1 Garand and enbloc clips
https://upload.wikimedia.org/wikipedia/commons/1/19/Gaine_Comtoise.jpg,Morez [SEP] ,Morez
https://upload.wikimedia.org/wikipedia/commons/3/3d/Armenian_church_Lviv_05.jpg,Jan Henryk de Rosen [SEP] ,Jan Henryk de Rosen
https://upload.wikimedia.org/wikipedia/commons/e/ee/Rasnitsyn_AP.jpg,Alexandr Rasnitsyn [SEP] A.P. Rasnitsyn in his laboratory,Alexandr Rasnitsyn AP Rasnitsyn in his laboratory
http://upload.wikimedia.org/wikipedia/commons/6/60/Dunedin_central_map_Chinese_Garden_location.png,"Dunedin Chinese Garden [SEP] Lan Yuan, Dunedin Chinese Garden is the bright green area abutting the western side of the black (railway) line in this map of central Dunedin.",Dunedin Chinese Garden Lan Yuan Dunedin Chinese Garden is the bright green area abutting the western side of the black railway line in this map of central Dunedin
https://upload.wikimedia.org/wikipedia/commons/7/7d/Vy%C5%A1ebrodsk%C3%BD_cyklus_-_Uk%C5%99i%C5%BEov%C3%A1n%C3%AD_%28detail%29.jpg,Vyšší Brod (Hohenfurth) cycle [SEP] ,Vy Brod Hohenfurth cycle
https://upload.wikimedia.org/wikipedia/commons/7/7a/%28King1893NYC%29_pg965_WYCKOFF%2C_SEAMANS_%26_BENEDICT_I_INTERIOR_OF_REMINGTON_STANDARD_TYPEWRITER_HEADQUARTERS.jpg,Clarence Seamans [SEP] Headquarters of Remington Standard Typewriters,Clarence Seamans Headquarters of Remington Standard Typewriters
https://upload.wikimedia.org/wikipedia/commons/1/12/Golan_heights_rel89-orig.jpg,Agreement on Disengagement between Israel and Syria [SEP] Sites on the Golan in blue are Israeli settlements. Sites on the Golan in black are Syrian villages. Areas of the Golan occupied by Israel are light-coloured while those under Syrian control are grey.,Agreement on Disengagement between Israel and Syria Sites on the Golan in blue are Israeli settlements Sites on the Golan in black are Syrian villages Areas of the Golan occupied by Israel are lightcoloured while those under Syrian control are grey
http://upload.wikimedia.org/wikipedia/commons/9/97/Santa-Eulalia-de-Riuprimer.jpg,Santa Eulàlia de Riuprimer [SEP] Parish church of Santa Eulàlia de Riuprimer,Santa Eullia de Riuprimer Parish church of Santa Eullia de Riuprimer
https://upload.wikimedia.org/wikipedia/commons/a/a9/Oksnes_kirke_med_omgivelser.jpg,Skogsøya [SEP] ,Skogsya
https://upload.wikimedia.org/wikipedia/commons/1/1d/Kadir_Topba%C5%9F_Chowk%2C_Lahore.jpg,"Pakistan–Turkey relations [SEP] Kadir Topbaş Chowk in Lahore, Pakistan inaugurated by Kadir Topbaş, The Mayor of Istanbul (Turkey) on March 12, 2012",PakistanTurkey relations Kadir Topba Chowk in Lahore Pakistan inaugurated by Kadir Topba The Mayor of Istanbul Turkey on March 12 2012
http://upload.wikimedia.org/wikipedia/commons/c/c8/A1scotland.jpg,A1 road (Great Britain) [SEP] A single carriageway section of the A1 skirting the Scottish coastline just across the border from Northumberland.,A1 road Great Britain A single carriageway section of the A1 skirting the Scottish coastline just across the border from Northumberland
https://upload.wikimedia.org/wikipedia/commons/b/b2/Matthias_Corvinus.jpg,Kingdom of Hungary [SEP] Matthias Corvinus as depicted in Johannes de Thurocz's Chronica Hungarorum,Kingdom of Hungary Matthias Corvinus as depicted in Johannes de Thuroczs Chronica Hungarorum
https://upload.wikimedia.org/wikipedia/commons/8/8e/Cantic_square_tiling_honeycomb_verf.png,Square tiling honeycomb [SEP] ,Square tiling honeycomb
https://upload.wikimedia.org/wikipedia/commons/c/c1/Governor_Scott_McCallum_2001_%28cropped%29.jpg,2002 Wisconsin gubernatorial election [SEP] ,2002 Wisconsin gubernatorial election
https://upload.wikimedia.org/wikipedia/commons/d/d7/Montgomery_County_Maryland_Incorporated_and_Unincorporated_areas_Chevy_Chase_View_Highlighted.svg,"Chevy Chase View, Maryland [SEP] Location of Chevy Chase View, Maryland",Chevy Chase View Maryland Location of Chevy Chase View Maryland
https://upload.wikimedia.org/wikipedia/commons/7/76/146c11f.jpg,Toyohara Chikanobu [SEP] ,Toyohara Chikanobu
https://upload.wikimedia.org/wikipedia/commons/c/c6/Sakthi_krishnasamy.jpg,Sakthi T. K. Krishnasamy [SEP] ,Sakthi T K Krishnasamy
https://upload.wikimedia.org/wikipedia/commons/e/e5/Hajine_Forces_d%C3%A9mocratiques_syriennes.jpg,"Deir ez-Zor campaign (2017–2019) [SEP] SDF fighters near Hajin, 22 January 2019",Deir ezZor campaign 20172019 SDF fighters near Hajin 22 January 2019
https://upload.wikimedia.org/wikipedia/commons/4/4c/BremerDom-2.jpg,Bremer Domchor [SEP] Choir of the Bremer Dom,Bremer Domchor Choir of the Bremer Dom
https://upload.wikimedia.org/wikipedia/commons/0/02/Storage_Gallery.jpg,Collection manager [SEP] Storage of Peruvian ceramics at the Larco Museum,Collection manager Storage of Peruvian ceramics at the Larco Museum
https://upload.wikimedia.org/wikipedia/commons/1/15/Mokka_and_their_house.jpg,Architecture of Taiwan [SEP] ,Architecture of Taiwan
https://upload.wikimedia.org/wikipedia/commons/9/98/Shotgun_Surgery.png,"Shotgun surgery [SEP] A shotgun surgery can also be when a change to a ""Class A"" causes several minor changes to other classes in a software system.",Shotgun surgery A shotgun surgery can also be when a change to a Class A causes several minor changes to other classes in a software system
https://upload.wikimedia.org/wikipedia/commons/2/2f/Valletta-IMG_1164.jpg,"Malta Police Force Band [SEP] Malta Police Force Band parade in Freedom Square, Valletta in 2008",Malta Police Force Band Malta Police Force Band parade in Freedom Square Valletta in 2008
https://upload.wikimedia.org/wikipedia/commons/2/2a/One_Million_Pagodas.jpg,Hyakumantō Darani [SEP] ,Hyakumant Darani
https://upload.wikimedia.org/wikipedia/commons/7/7b/Boreray%2C_North_Uist.jpg,"Boreray, North Uist [SEP] The island of Boreray.",Boreray North Uist The island of Boreray
http://upload.wikimedia.org/wikipedia/commons/a/a6/CA-19th.png,"Jeff Denham [SEP] From 2003 to 2013, California's 19th congressional district covered parts of Fresno, Madera, Mariposa, Tuolumne, and Stanislaus counties.",Jeff Denham From 2003 to 2013 Californias 19th congressional district covered parts of Fresno Madera Mariposa Tuolumne and Stanislaus counties
https://upload.wikimedia.org/wikipedia/commons/1/1b/Kumys-bottle.jpg,List of fermented foods [SEP] ,List of fermented foods
https://upload.wikimedia.org/wikipedia/commons/7/7c/Arca_da_Piosa.jpg,"Zas, Spain [SEP] ",Zas Spain
https://upload.wikimedia.org/wikipedia/commons/c/c5/Rimbaud_Voyelles_caricature.jpg,Voyelles [SEP] Rimbaud caricatured by Luque [fr] in the review Les Hommes d'aujourd'hui [fr] in January 1888.,Voyelles Rimbaud caricatured by Luque in the review Les Hommes daujourdhui in January 1888
https://upload.wikimedia.org/wikipedia/commons/c/cd/Cypraea_tigris_Maldives.JPG,Marine wildlife of Baa Atoll [SEP] ,Marine wildlife of Baa Atoll
https://upload.wikimedia.org/wikipedia/commons/b/b4/Sapa9.jpg,Sa Pa [SEP] Rice crops,Sa Pa Rice crops
https://upload.wikimedia.org/wikipedia/commons/d/d5/New_Mill%2C_Keyingham.jpg,List of windmills in the East Riding of Yorkshire [SEP] ,List of windmills in the East Riding of Yorkshire
https://upload.wikimedia.org/wikipedia/commons/6/67/Lobby_and_Globe_in_News_Building.jpg,"D. Putnam Brinley [SEP] The lobby of the Daily News Building in New York City, featuring Brinley's Great Terrestrial Globe.",D Putnam Brinley The lobby of the Daily News Building in New York City featuring Brinleys Great Terrestrial Globe
https://upload.wikimedia.org/wikipedia/commons/d/d2/Saignelegier_katolika_preghejo_043.JPG,Saignelégier [SEP] Catholic church Nôtre-Dame de l'Assomption,Saignelgier Catholic church NtreDame de lAssomption
https://upload.wikimedia.org/wikipedia/commons/5/51/Station_Almere_Parkwijk_Flickr_01.jpg,Almere Parkwijk railway station [SEP] ,Almere Parkwijk railway station
https://upload.wikimedia.org/wikipedia/commons/b/bb/THAINSTON%2C_LA_PLATA_CHARLES_COUNTY%2C_MD.jpg,"National Register of Historic Places listings in Charles County, Maryland [SEP] ",National Register of Historic Places listings in Charles County Maryland
https://upload.wikimedia.org/wikipedia/commons/4/44/Uzbekistan_1995_CIA_map.jpg,Outline of Uzbekistan [SEP] An enlargeable relief map of Uzbekistan,Outline of Uzbekistan An enlargeable relief map of Uzbekistan
https://upload.wikimedia.org/wikipedia/commons/c/c4/SirThomasJonesJustice.jpg,"List of MPs elected to the English Parliament in 1660 [SEP] Thomas Jones, Shrewsbury",List of MPs elected to the English Parliament in 1660 Thomas Jones Shrewsbury
https://upload.wikimedia.org/wikipedia/commons/1/1d/IPPC_from_box.jpg,ISPM 15 [SEP] A photo of the IPPC seal on a wine shipping crate,ISPM 15 A photo of the IPPC seal on a wine shipping crate
https://upload.wikimedia.org/wikipedia/commons/5/51/HenrySherryHouseNeenahWisconsin.jpg,"National Register of Historic Places listings in Winnebago County, Wisconsin [SEP] ",National Register of Historic Places listings in Winnebago County Wisconsin
https://upload.wikimedia.org/wikipedia/commons/1/12/Tommy_Bowden-Clemson_2006.jpg,Tommy Bowden [SEP] Bowden in 2006 as Clemson's head coach.,Tommy Bowden Bowden in 2006 as Clemsons head coach
https://upload.wikimedia.org/wikipedia/commons/0/06/AMI_-_T%C3%A4nzerin.jpg,Heraklion Archaeological Museum [SEP] ,Heraklion Archaeological Museum
https://upload.wikimedia.org/wikipedia/commons/4/44/BarryGoldwater.png,1964 United States presidential election [SEP] ,1964 United States presidential election
https://upload.wikimedia.org/wikipedia/commons/d/d1/Fire-crested_Alethe_-_Uganda_H8O5536_%2817047128728%29.jpg,Fire-crested alethe [SEP] ,Firecrested alethe
http://upload.wikimedia.org/wikipedia/commons/3/33/JSC1.jpg,FK Jonava [SEP] ,FK Jonava
https://upload.wikimedia.org/wikipedia/commons/0/05/Lambang_Kabupaten_Halmahera_Timur.png,Armorial of Indonesia [SEP] ,Armorial of Indonesia
https://upload.wikimedia.org/wikipedia/commons/a/a4/Caroleanneford86.jpg,Carole Ann Ford [SEP] Ford in 1986,Carole Ann Ford Ford in 1986
https://upload.wikimedia.org/wikipedia/commons/d/dd/Lake_Charles_MSA.png,Lake Charles metropolitan area [SEP] ,Lake Charles metropolitan area
https://upload.wikimedia.org/wikipedia/commons/e/eb/Manzushir_Khiid_149194574_c0a3034dae_o.jpg,Manjusri Monastery [SEP] Gate of Mañjuśrī Monastery,Manjusri Monastery Gate of Majur Monastery
https://upload.wikimedia.org/wikipedia/commons/a/a7/Detail_plan_cathedrale_Canterbury_Labelled.png,"The Corona, Canterbury Cathedral [SEP] Plan of the Corona",The Corona Canterbury Cathedral Plan of the Corona
https://upload.wikimedia.org/wikipedia/commons/c/c9/PBB_GE_RAB6A_201047_x_at_fs.png,RAB6A [SEP] ,RAB6A
https://upload.wikimedia.org/wikipedia/commons/5/58/New_Mexico_and_Colorado_Air_National_Guard_A-7D_Corsair_IIs_flying_over_the_Rocky_Mountains.jpg,"List of LTV A-7 Corsair II operators [SEP] New Mexico and Colorado Air National Guard A-7D Corsair IIs flying over the Rocky Mountains in Bicentennial Motif, 1976",List of LTV A7 Corsair II operators New Mexico and Colorado Air National Guard A7D Corsair IIs flying over the Rocky Mountains in Bicentennial Motif 1976
https://upload.wikimedia.org/wikipedia/commons/a/ab/KidneyStructures_PioM.svg,Advanced glycation end-product [SEP] 1. Renal pyramid • 2. Interlobular artery • 3. Renal artery • 4. Renal vein 5. Renal hilum • 6. Renal pelvis • 7. Ureter • 8. Minor calyx • 9. Renal capsule • 10. Inferior renal capsule • 11. Superior renal capsule • 12. Interlobular vein • 13. Nephron • 14. Minor calyx • 15. Major calyx • 16. Renal papilla • 17. Renal column,Advanced glycation endproduct 1 Renal pyramid 2 Interlobular artery 3 Renal artery 4 Renal vein 5 Renal hilum 6 Renal pelvis 7 Ureter 8 Minor calyx 9 Renal capsule 10 Inferior renal capsule 11 Superior renal capsule 12 Interlobular vein 13 Nephron 14 Minor calyx 15 Major calyx 16 Renal papilla 17 Renal column
https://upload.wikimedia.org/wikipedia/commons/9/9a/Lankathilaka_Vhihara_-_Le_temple.JPG,List of Archaeological Protected Monuments in Kandy District [SEP] ,List of Archaeological Protected Monuments in Kandy District
https://upload.wikimedia.org/wikipedia/commons/0/02/Minetta_Street.jpg,"Minetta Creek [SEP] View of Minetta Street, which is built over the creek. This view looks south at the unusual curve caused by the creek's path",Minetta Creek View of Minetta Street which is built over the creek This view looks south at the unusual curve caused by the creeks path
https://upload.wikimedia.org/wikipedia/commons/d/dc/Sergei_Bozhin_2019.jpg,Sergei Bozhin [SEP] Bozhin with Torpedo Moscow in 2019,Sergei Bozhin Bozhin with Torpedo Moscow in 2019
https://upload.wikimedia.org/wikipedia/commons/1/17/Piriharakeke_design.jpg,Te Awahou Nieuwe Stroom [SEP] Piriharakeke design,Te Awahou Nieuwe Stroom Piriharakeke design
https://upload.wikimedia.org/wikipedia/commons/0/0c/Dendermonde_location_map.png,Dendermonde nursery attack [SEP] Dendermonde shown within Belgium,Dendermonde nursery attack Dendermonde shown within Belgium
https://upload.wikimedia.org/wikipedia/commons/3/35/Jos%C3%A9_Barreiro_%28Racing%29._-_El_Gr%C3%A1fico_1293.jpg,José Barreiro (footballer) [SEP] Portrait of José Barreiro in 1944.,Jos Barreiro footballer Portrait of Jos Barreiro in 1944
https://upload.wikimedia.org/wikipedia/commons/5/5c/Phoenix_Hotel_front%2C_Waycross%2C_GA%2C_US.jpg,"Phoenix Hotel (Waycross, Georgia) [SEP] Front of the hotel",Phoenix Hotel Waycross Georgia Front of the hotel
https://upload.wikimedia.org/wikipedia/commons/f/f9/Samuel_Auguste_Tissot.jpg,Samuel-Auguste Tissot [SEP] Samuel-Auguste Tissot,SamuelAuguste Tissot SamuelAuguste Tissot
https://upload.wikimedia.org/wikipedia/commons/4/46/Peabody_AK_0039_%288895876225%29_%28cropped%29.jpg,Marina Abramović [SEP] ,Marina Abramovi
https://upload.wikimedia.org/wikipedia/commons/d/de/Norman_Dumenil_John_Straton.jpg,Norman Straton [SEP] Lord Bishop of Sodor and Man (1892-1897) Rt Rev Norman Straton,Norman Straton Lord Bishop of Sodor and Man 18921897 Rt Rev Norman Straton
https://upload.wikimedia.org/wikipedia/commons/6/68/Dolgoch_%2818838965524%29.jpg,List of Talyllyn Railway rolling stock [SEP] ,List of Talyllyn Railway rolling stock
https://upload.wikimedia.org/wikipedia/commons/c/c4/Harper%27s_New_Monthly_Magazine_Volume_139_June_to_November_1919_%281919%29_%2814778156292%29.jpg,Charles Edward Chambers [SEP] 1919 Harper's cover illustrated by Chambers,Charles Edward Chambers 1919 Harpers cover illustrated by Chambers
https://upload.wikimedia.org/wikipedia/commons/c/cd/Osborne_Village2.jpg,Geography and climate of Winnipeg [SEP] Osborne Village,Geography and climate of Winnipeg Osborne Village
https://upload.wikimedia.org/wikipedia/commons/5/59/Jos%C3%A9_Luis_Escobar_Alas_%282015%29.jpg,José Luis Escobar Alas [SEP] The archbishop in 2015.,Jos Luis Escobar Alas The archbishop in 2015
https://upload.wikimedia.org/wikipedia/commons/c/cc/Andr%C3%A9s_Iniesta_shot_Euro_2012_final.jpg,UEFA Euro 2012 Final [SEP] Iniesta takes a shot on Gianluigi Buffon's goal.,UEFA Euro 2012 Final Iniesta takes a shot on Gianluigi Buffons goal
http://upload.wikimedia.org/wikipedia/commons/7/75/GeorgeJonesGA.jpg,List of United States senators from Georgia [SEP] ,List of United States senators from Georgia
https://upload.wikimedia.org/wikipedia/commons/3/35/Martinez%2C_Oscar_-FILSA_2015_10_31_fRF03.jpg,The Beast (book) [SEP] The author Óscar Martínez,The Beast book The author scar Martnez
http://upload.wikimedia.org/wikipedia/commons/1/1d/Cretesenesi_panorama.jpg,Crete Senesi [SEP] ,Crete Senesi
https://upload.wikimedia.org/wikipedia/commons/e/e6/Jiangxia-peanuts-harvested-9699.jpg,Peanut production in China [SEP] Peanuts harvested in Jiangxia,Peanut production in China Peanuts harvested in Jiangxia
https://upload.wikimedia.org/wikipedia/commons/7/7a/Effigy_John_Holland_died_1447.png,"John Holland, 2nd Duke of Exeter [SEP] John Holland's effigy, Chapel of St. Peter ad Vincula, Tower of London",John Holland 2nd Duke of Exeter John Hollands effigy Chapel of St Peter ad Vincula Tower of London
http://upload.wikimedia.org/wikipedia/commons/c/c7/Orocuina_Honduras.jpg,"Orocuina [SEP] Main plaza in Orocuina, Honduras",Orocuina Main plaza in Orocuina Honduras
https://upload.wikimedia.org/wikipedia/commons/2/28/Albert_Benbrook_1910.jpg,1910 College Football All-America Team [SEP] Albert Benbrook of Michigan,1910 College Football AllAmerica Team Albert Benbrook of Michigan
https://upload.wikimedia.org/wikipedia/commons/f/fd/ItRhymesWithLust.jpg,"St. John Publications [SEP] It Rhymes with Lust (1950), an early graphic-novel precursor. Cover art by Matt Baker and Ray Osrin.",St John Publications It Rhymes with Lust 1950 an early graphicnovel precursor Cover art by Matt Baker and Ray Osrin
https://upload.wikimedia.org/wikipedia/commons/5/58/Petr_Bystron_%2825637917500%29.jpg,Petr Bystron [SEP] ,Petr Bystron
https://upload.wikimedia.org/wikipedia/commons/6/6b/Jozef_Pankiewicz_Rue_Cardinale.jpg,Józef Pankiewicz [SEP] ,Jzef Pankiewicz
https://upload.wikimedia.org/wikipedia/commons/6/66/Hands_showing_the_sign_language_alphabet._Coloured_etching._Wellcome_V0016552.jpg,Fingerspelling [SEP] Fingerspelling in British Sign Language.,Fingerspelling Fingerspelling in British Sign Language
https://upload.wikimedia.org/wikipedia/commons/2/27/E655_166_Casalpusterlengo.jpg,FS Class E.656 [SEP] E.655.166 Trenitalia Cargo,FS Class E656 E655166 Trenitalia Cargo
https://upload.wikimedia.org/wikipedia/commons/0/0a/Ulsan_Sports_Complex1.JPG,List of football stadiums in South Korea [SEP] ,List of football stadiums in South Korea
https://upload.wikimedia.org/wikipedia/commons/4/41/Trump_Keep_America_Great_2020_in_Orlando.jpg,List of presidential trips made by Donald Trump (2019) [SEP] ,List of presidential trips made by Donald Trump 2019
https://upload.wikimedia.org/wikipedia/commons/4/4a/Yellow_River_station_3.JPG,Yellow River Station (Arctic) [SEP] ,Yellow River Station Arctic
https://upload.wikimedia.org/wikipedia/commons/d/d4/Becquerel_crater_5124_med.jpg,Becquerel (lunar crater) [SEP] Oblique Lunar Orbiter 5 image,Becquerel lunar crater Oblique Lunar Orbiter 5 image
https://upload.wikimedia.org/wikipedia/commons/8/89/Alexander_the_Great_conquering_the_air.jpg,Jean Wauquelin [SEP] ,Jean Wauquelin
https://upload.wikimedia.org/wikipedia/commons/3/3e/Anna_Finocchiaro_2015.jpg,Anna Finocchiaro [SEP] ,Anna Finocchiaro
https://upload.wikimedia.org/wikipedia/commons/6/68/Ranji_trophy.jpg,"2010–11 Ranji Trophy [SEP] The Ranji trophy, which the winners get.",201011 Ranji Trophy The Ranji trophy which the winners get
https://upload.wikimedia.org/wikipedia/commons/6/63/CLU_Main_Street.jpg,California Lutheran University [SEP] Flagpoles by Soiland Humanities Center,California Lutheran University Flagpoles by Soiland Humanities Center
https://upload.wikimedia.org/wikipedia/commons/6/67/Joseph-Antoine-Charles_Couderc_by_Numa_Blanc.jpg,Joseph-Antoine-Charles Couderc [SEP] ,JosephAntoineCharles Couderc
https://upload.wikimedia.org/wikipedia/commons/6/6b/George_Backhouse_Witts.jpg,George Backhouse Witts [SEP] ,George Backhouse Witts
https://upload.wikimedia.org/wikipedia/commons/5/5b/169_interior_Hachioji_20010801.jpg,169 series [SEP] ,169 series
https://upload.wikimedia.org/wikipedia/commons/2/2f/Pchidambaram.jpg,"Voluntary Disclosure of Income Scheme [SEP] Palaniappan Chidambaram, then Union Finance Minister",Voluntary Disclosure of Income Scheme Palaniappan Chidambaram then Union Finance Minister
https://upload.wikimedia.org/wikipedia/commons/6/69/Greenpeace_logo.svg,Greenpeace [SEP] Logo of Greenpeace,Greenpeace Logo of Greenpeace
https://upload.wikimedia.org/wikipedia/commons/0/0d/Dongeradiel_Ljoesens_Herf_Tsjerke.JPG,Lioessens [SEP] Lioessens church,Lioessens Lioessens church
https://upload.wikimedia.org/wikipedia/commons/a/a3/Fremantle_Harbour_looking_to_Perth_2015.JPG,Perth [SEP] Fremantle Harbour,Perth Fremantle Harbour
https://upload.wikimedia.org/wikipedia/commons/e/ef/Myliobatis_aquila_R%C3%A9union.jpg,Myliobatis [SEP] ,Myliobatis
https://upload.wikimedia.org/wikipedia/commons/d/db/Baccarat_chapelle_christal.JPG,Baccarat [SEP] ,Baccarat
https://upload.wikimedia.org/wikipedia/commons/d/d5/Ford_Country_Sedan_1957.JPG,1957 Ford [SEP] ,1957 Ford
https://upload.wikimedia.org/wikipedia/commons/1/12/Atlantic_City_Expressway_Egg_Harbor_toll_plaza_EB.jpg,Atlantic City Expressway [SEP] Egg Harbor toll plaza,Atlantic City Expressway Egg Harbor toll plaza
https://upload.wikimedia.org/wikipedia/commons/b/b3/KarTrak_code.jpg,Barcode [SEP] ,Barcode
http://upload.wikimedia.org/wikipedia/commons/5/56/Copeland2007Constituency.svg,Copeland (UK Parliament constituency) [SEP] Boundary of Copeland in Cumbria,Copeland UK Parliament constituency Boundary of Copeland in Cumbria
https://upload.wikimedia.org/wikipedia/commons/4/4c/In_the_Round_in_White_I_%282015%29.jpg,Alain Kirili [SEP] forged iron painted white88 x 45 in,Alain Kirili forged iron painted white88 x 45 in
https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Suriname.svg,1973 Surinamese general election [SEP] Other countries,1973 Surinamese general election Other countries
https://upload.wikimedia.org/wikipedia/commons/b/b7/20_Mule_Team_in_Death_Valley.jpg,Death Valley National Park [SEP] A twenty-mule team in Death Valley,Death Valley National Park A twentymule team in Death Valley
https://upload.wikimedia.org/wikipedia/commons/d/d0/PiriMehmetPashaMosqueSilivri_%2815%29.jpg,"Piri Mehmed Pasha Mosque [SEP] Decorated dome interior featuring in the centerthe Quran vers ʾĀyat al-Kursī (""The Throne Verse"") in Arabic script.",Piri Mehmed Pasha Mosque Decorated dome interior featuring in the centerthe Quran vers yat alKurs The Throne Verse in Arabic script
https://upload.wikimedia.org/wikipedia/commons/5/53/John_F_Appleton.jpg,John F. Appleton [SEP] John Francis Appleton,John F Appleton John Francis Appleton
https://upload.wikimedia.org/wikipedia/commons/8/8a/Felling_derailment_2007.jpg,"Felling, Tyne and Wear [SEP] The clean-up begins after the Felling derailment in 1907, which cost two lives and saw eight more seriously injured.",Felling Tyne and Wear The cleanup begins after the Felling derailment in 1907 which cost two lives and saw eight more seriously injured
https://upload.wikimedia.org/wikipedia/commons/a/aa/Kunwar_Harivansh_Singh_was_official_elected_unopposed_as_National_President.jpg,Akhil Bharatiya Kshatriya Mahasabha [SEP] ,Akhil Bharatiya Kshatriya Mahasabha
https://upload.wikimedia.org/wikipedia/commons/5/5d/SchoenbergIJ.jpeg,Isaac Jacob Schoenberg [SEP] I. J. Schoenberg in 1971,Isaac Jacob Schoenberg I J Schoenberg in 1971
https://upload.wikimedia.org/wikipedia/commons/f/fa/Prabhupada_samadhi_in_Mayapur.JPG,Hindu architecture [SEP] ,Hindu architecture
https://upload.wikimedia.org/wikipedia/commons/2/25/%D0%A1%D0%BA%D1%83%D0%BB%D1%8C%D0%BF%D1%82%D1%83%D1%80%D0%B0_%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D1%8B_II_%D0%B2_%22%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%BE%D0%BC_%D0%9C%D1%83%D0%B7%D0%B5%D0%B5%22%2C_%D0%B3.%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3_%282%29.jpg,List of Russian people [SEP] Catherine the Great,List of Russian people Catherine the Great
https://upload.wikimedia.org/wikipedia/commons/a/ae/Montreal_-_QC_-_St.-Josephs-Oratorium.jpg,List of historic places in Montreal [SEP] ,List of historic places in Montreal
https://upload.wikimedia.org/wikipedia/commons/9/99/NO_1126_Hetland.svg,Hetland [SEP] Hetland within Rogaland,Hetland Hetland within Rogaland
https://upload.wikimedia.org/wikipedia/commons/e/ef/Oxford_Canal_-Ansty_bridge_19j08.jpg,"Ansty, Warwickshire [SEP] ",Ansty Warwickshire
https://upload.wikimedia.org/wikipedia/commons/5/5d/HK_Cityplaza_Ice_Palace.jpg,"Cityplaza [SEP] ""Ice Palace"" skating rink",Cityplaza Ice Palace skating rink
https://upload.wikimedia.org/wikipedia/commons/8/8e/Extra_extra_%28MNHN-IM-2000-557%29.jpeg,Extra extra [SEP] ,Extra extra
http://upload.wikimedia.org/wikipedia/commons/6/6f/MI15_110.svg,Michigan's 15th congressional district [SEP] The district from 2003 to 2013,Michigans 15th congressional district The district from 2003 to 2013
https://upload.wikimedia.org/wikipedia/commons/1/17/East_Anatolian_rug_%28detail%29%2C_%C5%9Earki%C5%9Fla-Sivas_region.jpg,"Sivas Vilayet [SEP] East Anatolian rug (detail), from the Şarkişla-Sivas region. Made ca. 1800",Sivas Vilayet East Anatolian rug detail from the arkilaSivas region Made ca 1800
https://upload.wikimedia.org/wikipedia/commons/2/2d/Concordia_Golf_Course%2C_NJ.jpg,"Concordia, New Jersey [SEP] Golf Course at Concordia",Concordia New Jersey Golf Course at Concordia
http://upload.wikimedia.org/wikipedia/commons/a/a1/Courting_redtails.JPG,Red-tailed hawk [SEP] Territorial adult chasing away an immature red-tailed hawk,Redtailed hawk Territorial adult chasing away an immature redtailed hawk
https://upload.wikimedia.org/wikipedia/commons/b/b7/Bosque_de_Piedra%2C_provincia_de_Varna%2C_Bulgaria%2C_2016-05-27%2C_DD_85.jpg,Pobiti Kamani [SEP] ,Pobiti Kamani
https://upload.wikimedia.org/wikipedia/commons/9/9c/Chuck_Norris_Hollywood_Star.jpg,Chuck Norris filmography [SEP] Chuck Norris' star on the Hollywood Walk of Fame.,Chuck Norris filmography Chuck Norris star on the Hollywood Walk of Fame
https://upload.wikimedia.org/wikipedia/commons/1/15/Mosteiro_de_Santo_Tirso_%28pormenor%29.jpg,Santo Tirso Monastery [SEP] Detail of the Monastery,Santo Tirso Monastery Detail of the Monastery
https://upload.wikimedia.org/wikipedia/commons/5/59/Crawford_County_Courthouse%2C_Kansas_9-2-2012.JPG,"Crawford County, Kansas [SEP] Crawford County Courthouse in Girard",Crawford County Kansas Crawford County Courthouse in Girard
